 copio la matrice 0
1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	
-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	
-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	
-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	
-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	
1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	
1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	1.000000	1.000000	1.000000	-1.000000	1.000000	
